row,status,family,peated_bottle_id,title_en,title_ja,brand,distillers,bottler,series,name,edition,category,statedAge,noAgeStatement,abv,singleCask,caskStrength,naturalColor,nonChillFiltered,maltPhenolPpm,vintageYear,bottlingYear,releaseYear,releaseMonth,releaseDay,maturation,caskNumber,outturn,market,sizes,evidence_url,evidence_note,image_source_url,image_license,notes
125,out of scope,New Born / New Pot,,"KANOSUKE NEW BORN 2018 (White Oak Cask, 8 months)",嘉之助 ニューボーン2018 ホワイトオークカスク 8ヶ月 ノンピート,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,59,,,,,,,,2018,,,,,,,,https://www.nomunication.jp/2018/11/02/kanosuke-new-born-is-born/,200ml; TWSC 2019 Best Newcomer,,,Unaged new-make spirit is not whisky (catalog-maintenance.md).
126,out of scope,New Born / New Pot,,"KANOSUKE NEW BORN 2019 (Bourbon Cask, 16 months)",嘉之助 ニューボーン2019 16ヶ月 バーボンカスク,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,57,,,,,,,,2019,,,,,,,,https://en.jpwhisky.net/kanosuke-new-born-2019-2-14421/,200ml; distilled May 2018,,,Unaged new-make spirit is not whisky (catalog-maintenance.md).
127,out of scope,New Born / New Pot,,"KANOSUKE NEW BORN 2020 PEATED (White Oak Cask, 24 months)",嘉之助 ニューボーン2020 ピーテッド,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,58,,,,,,,,2020,,,,,,,,https://en.jpwhisky.net/kanosuke-newborn-2020-peated-2-14724/,200ml; released 2020-09-16,,,Unaged new-make spirit is not whisky (catalog-maintenance.md).
128,out of scope,New Born / New Pot,,KANOSUKE NEW BORN Hand-Fill Bottle 2020,嘉之助 ニューボーンハンドフィルボトル2020,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,,,,,,,,,2020,,,,,,,,https://jwic.jp/distillery/kanosuke/,JWIC only,,,Unaged new-make spirit is not whisky (catalog-maintenance.md).
129,out of scope,New Born / New Pot,,"KANOSUKE Distillery Limited New Born #1 (bourbon cask, 1,006 bottles)",嘉之助 ニューボーン 蒸溜所限定#1,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,48,,,,,,,,2019,,,,,,,,https://www.nomunication.jp/2019/08/23/kanosuke-distillery-launching-single-cask-new-born-series/,200ml; Jul 2018 to Aug 2019,,,Unaged new-make spirit is not whisky (catalog-maintenance.md).
130,out of scope,New Born / New Pot,,KANOSUKE Distillery Limited New Born #2 Wine Cask Finish,嘉之助 ニューボーン 蒸溜所限定#2 ワインカスクフィニッシュ,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,,,,,,,,,2019,,,,,,,,https://jwic.jp/distillery/kanosuke/,,,,Unaged new-make spirit is not whisky (catalog-maintenance.md).
131,out of scope,New Born / New Pot,,"KANOSUKE Distillery Limited New Born #3 White Wine Cask Finish, cask #20083",嘉之助 ニューボーン 蒸溜所限定#3,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,,,,,,,,,2020,,,,,,,,https://www.nomunication.jp/2021/04/27/review-kanosuke-new-born-distillery-limited-3-cask-20083/,,,,Unaged new-make spirit is not whisky (catalog-maintenance.md).
132,out of scope,New Born / New Pot,,"Kanosuke New Born for Claude Whisky (26 months, heavily peated, 500ml)",,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,57,,,,,,,,2021,,,,,,,,https://www.nomunication.jp/2021/03/31/recent-releases-april-2021-jwrc-20th-anniversary-single-casks-ghost-15-kyoto-whisky-and-more/,,,,Unaged new-make spirit is not whisky (catalog-maintenance.md).
133,out of scope,New Born / New Pot,,KANOSUKE NEW POT 2023,嘉之助 NEW POT 2023,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,,,,,,,,,2023,,,,,,,,https://jwic.jp/distillery/kanosuke/,200ml distillery only,,,Unaged new-make spirit is not whisky (catalog-maintenance.md).
134,out of scope,New Born / New Pot,,KANOSUKE NEW POT 2024,嘉之助 NEW POT 2024,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,59,,,,,,,,2024,,,,,,,,https://kanosuke.com/products/newpot2024,200ml distillery only; 2024-04-01,,,Unaged new-make spirit is not whisky (catalog-maintenance.md).
135,out of scope,New Born / New Pot,,KANOSUKE NEW POT 2025,嘉之助 NEW POT 2025,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,59,,,,,,,,2025,,,,,,,,https://kanosuke.com/products/newpot2025,200ml distillery only; 2025-04-01,,,Unaged new-make spirit is not whisky (catalog-maintenance.md).
136,out of scope,New Born / New Pot,,KANOSUKE NEW POT 2026,嘉之助 NEW POT 2026,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,58,,,,,,,,2026,,,,,,,,https://kanosuke.com/products/newpot2026,200ml distillery only; 2026-04-01,,,Unaged new-make spirit is not whisky (catalog-maintenance.md).
137,out of scope,Other,,"Kanosuke Single Malt Highball 350ml can (Lawson, 9%)",,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,9,,,,,,,,2026,,,,,,,,https://en.jpwhisky.net/kanosuke-highball-kanosuke-singlemalt200ml-2-55661/,,,,"Ready-to-drink can, not a whisky bottling."
138,out of scope,Other,,"Mellowed Kozuru Kanosuke Cask Finish 2022-2025 (rice shochu, 41%)",,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,41,,,,,,,,,,,,,,,,https://www.nomunication.jp/2022/07/27/review-mellowed-kozuru-kanosuke-cask-finish-2022/,,,,Shochu finished in Kanosuke casks; not whisky.
139,out of scope,Other,,"Kanosuke hand-fill bottles (festival and Friday hand-fill, 500ml)",,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,,,,,,,,,,,,,,,,,https://kanosuke.com/blogs/news/20260716,,,,Visitor-filled cask samples with no producer title.
140,out of scope,Other,,"Kanosuke Blender's Choice component bottles (Premium Fukubako 2026, Lover's Box Mizunara/Peated/Sherry)",,Kanosuke (E1097),Kanosuke (E1097),,,,,,,,,,,,,,,,2026,,,,,,,,https://kanosuke.com/blogs/news/20260526,,,,Non-sale (非売品) components of boxed sets; no individual titles or ABV.
141,out of scope,Other,,Kanosuke Double Distillery Shimadzu Satsuma Kiriko gift box (2025),,Kanosuke (E1097),Kanosuke (E1097),,,,,blend,,,,,,,,,,,2025,,,,,,,,https://kanosuke.com/blogs/news/shimadzu-satsuma-kiriko,,,,Packaging of the core Double Distillery with a cut-glass tumbler; same Bottle.
142,out of scope,Other,,Saburomaru 'Ryuko ~DOUBLE DISTILLERY~ SABUROMARU x KANOSUKE' (2026),,Saburomaru (E1307),Kanosuke (E1097),,,,,,,,,,,,,,,,2026,,,,,,,,https://kanosuke.com/blogs/news/20260611,,,,Saburomaru-brand counterpart of the collaboration; belongs to the Saburomaru catalog.
